movie_title,movie_id,metascore,userscore,runtime,whole_cast_meta,principle_cast_meta,supporting_cast_meta,director_meta,writer_meta,producer_meta,principle_cast_user,supporting_cast_user,writers_user,whole_cast_user,director_user,producer_user,rls_season,rls_time_of_month,mpaa,genre,language,production_companies
Boyhood,15327,100,7.6,165.0,60.9642089093701997,56.1178743961352657,60.1904761904761905,56.8500000000000000,75.3232323232323232,62.3484984984984985,7.070959595959596,6.48779761904762,7.694949494949495,6.651428571428572,7.258333333333333,6.896703767170954,Summer,Middle,R,Drama,"English, Spanish",Detour Filmproduction
Vertigo,15330,100,8.8,128.0,76.1836734693877551,76.5646258503401361,79.7500000000000000,84.0000000000000000,75.8333333333333334,83.2500000000000000,8.204,8.55,8.383333333333333,8.294,8.554545454545455,8.625,Spring,End,PG,"Mystery,                                          Thriller,                                          Romance",English,Universal Pictures
Notorious,15332,100,8.0,101.0,86.5000000000000000,85.2000000000000000,93.3333333333333333,84.0000000000000000,78.8125000000000000,78.0000000000000000,8.25,8.55,8.216666666666667,8.285,8.399999999999999,8.5,Summer,Beginning,Approved,"Drama,                                          Thriller,                                          Romance,                                          Film-Noir","English, French, Portuguese",Vanguard Films
Moonlight,15335,99,7.2,111.0,59.6195932539682540,62.1565040650406504,59.1729166666666667,63.0000000000000000,63.0000000000000000,68.9034782608695652,7.184375000000001,6.993014277389277,6.4,7.023002219755827,6.4,6.687326086956522,Fall,End,NR,Drama,English,Plan B Entertainment
Touch of Evil,15336,99,8.4,95.0,83.7083333333333333,87.1666666666666667,83.5000000000000000,89.6666666666666667,91.5000000000000000,88.0000000000000000,8.3125,8.45,8.325,8.3625,8.3,8.350000000000001,Winter,Beginning,PG13,"Drama,                                          Thriller,                                          Crime,                                          Film-Noir","English, Spanish",Universal International Pictures (UI)
Pan's Labyrinth,15341,98,8.7,118.0,65.3000000000000000,74.6666666666666667,64.3888888888888889,70.4500000000000000,74.0000000000000000,60.5500000000000000,7.233333333333333,7.38,7.7125,7.2250000000000005,7.859999999999999,7.43125,Winter,End,R,"Drama,                                          Mystery,                                          Thriller,                                          Fantasy,                                          War",Spanish,Tequila Gang
North by Northwest,15343,98,8.2,136.0,85.4208333333333333,82.7833333333333333,86.6250000000000000,85.0666666666666667,80.6666666666666667,85.1111111111111111,7.988888888888888,8.825000000000001,8.066666666666666,8.197916666666666,8.575000000000001,8.644444444444446,Summer,Beginning,G,"Action,                                          Adventure,                                          Mystery,                                          Thriller",English,Metro-Goldwyn-Mayer (MGM)
Some Like It Hot,15344,98,8.3,121.0,86.8181818181818182,80.0833333333333333,92.3333333333333333,81.7500000000000000,79.4285714285714286,84.0000000000000000,8.1,8.6,8.0,8.457142857142857,8.0,7.6,Spring,End,Approved,"Comedy,                                          Romance",English,"Mirisch Corporation, The"
Psycho,15355,97,9.1,109.0,84.4848484848484848,84.8750000000000000,81.3750000000000000,85.8750000000000000,80.6666666666666667,86.4000000000000000,8.32,9.266666666666667,8.066666666666666,8.65,8.546153846153846,8.6,Summer,Beginning,PG,"Mystery,                                          Thriller,                                          Horror",English,Shamley Productions
Gone with the Wind,15358,97,8.5,238.0,79.0000000000000000,78.5000000000000000,86.0000000000000000,86.5000000000000000,80.6666666666666667,84.0000000000000000,8.25,7.0,8.0,7.833333333333333,5.3,8.4,Winter,Middle,PG,"Drama,                                          History,                                          Romance,                                          War",English,Metro-Goldwyn-Mayer (MGM)
Parasite,15359,96,8.9,132.0,69.7000000000000000,74.0000000000000000,69.2000000000000000,76.2857142857142857,76.2857142857142857,72.3750000000000000,7.5,7.321428571428571,7.171428571428572,7.324545454545455,7.171428571428572,7.604166666666667,Fall,Middle,NR,"Drama,                                          Thriller,                                          Comedy","English, Korean",CJ Entertainment
Manchester by the Sea,15361,96,8.2,137.0,57.4828757696791896,63.9344433641225085,56.4324260343868187,56.5000000000000000,55.5446428571428572,53.8007692307692308,7.0114814608883,6.63844932844933,6.420535714285714,6.649208612268959,6.983333333333333,6.706410256410256,Fall,Middle,R,Drama,English,Big Indie Pictures
12 Years a Slave,15362,96,8.0,134.0,61.9733062665287729,65.9552083333333333,58.2160249107617529,77.0000000000000000,69.8750000000000000,59.2828700539226855,7.162576719576719,6.8430809394464855,7.8625,6.872731835132339,7.8,6.9405930180930175,Fall,Middle,R,"Biography,                                          Drama,                                          History",English,Summit Entertainment
Gravity,15363,96,7.8,91.0,55.3894302848575712,58.8759195402298851,56.6955882352941177,68.8857142857142857,71.8583333333333333,58.4607843137254902,7.187713675213676,6.297777777777778,6.835,6.418963014137531,7.108035714285714,6.945138055222089,Fall,Beginning,PG13,"Sci-Fi,                                          Drama,                                          Mystery,                                          Thriller","English, Spanish, Greenlandic",Warner Bros. Pictures
Ratatouille,15365,96,8.6,111.0,64.7565862708719852,50.4133699633699634,63.5009018759018759,84.7500000000000000,83.6495238095238095,76.0555555555555556,6.98656462585034,7.631652853725221,8.46657142857143,7.600456686170971,8.433333333333334,7.594444444444444,Summer,End,G,"Fantasy,                                          Comedy,                                          Animation,                                          Family","English, French",Walt Disney Pictures
Spirited Away,15367,96,9.0,125.0,85.5000000000000000,83.0000000000000000,83.7500000000000000,84.3333333333333334,84.1428571428571429,74.2678571428571429,8.3,8.15,8.460714285714285,8.0,8.591666666666667,8.157142857142857,Summer,Middle,PG,"Adventure,                                          Fantasy,                                          Animation,                                          Family",Japanese,Studio Ghibli
Dumbo,15374,96,8.0,64.0,89.6428571428571429,92.2500000000000000,88.5000000000000000,97.2222222222222222,96.7291666666666667,96.3333333333333334,8.4,8.2,8.393749999999999,8.3125,8.333333333333332,8.399999999999999,Fall,End,Approved,"Drama,                                          Animation,                                          Family,                                          Musical",English,Walt Disney Productions
Portrait of a Lady on Fire,15380,95,8.7,122.0,88.3169774669774670,88.4305555555555556,81.1369047619047619,74.8333333333333334,77.2500000000000000,60.6875000000000000,5.659999999999998,7.481428571428571,7.7,6.193888888888888,7.366666666666667,7.183333333333334,Fall,Beginning,R,"Drama,                                          History,                                          Romance","French, Italian",Canal+
I Am Not Your Negro,15381,95,5.4,93.0,67.4938637667553330,64.1063829787234043,67.6533601319315605,76.5000000000000000,76.5000000000000000,65.0333333333333333,7.407575757575757,7.251455582232892,4.0,7.301495726495725,4.0,5.191666666666666,Fall,Beginning,PG13,Documentary,English,Velvet Film
Zero Dark Thirty,15382,95,6.9,157.0,58.2414450628736343,58.4642857142857143,57.6635062358276644,65.1857142857142857,67.0666666666666667,70.6160714285714286,6.86222222222222,6.622452167174389,6.94,6.669975281919727,6.694285714285714,7.076960227272727,Fall,Middle,R,"Action,                                          Drama,                                          History,                                          Thriller","English, Arabic",Columbia Pictures
The Social Network,15384,95,8.2,120.0,54.3403469079939668,56.7581845238095238,53.0450980392156863,56.6428571428571429,50.5000000000000000,54.2910052910052910,6.813432017543859,6.8852941176470575,6.5874999999999995,6.861715686274509,7.714285714285715,7.350304232804233,Fall,Beginning,PG13,"Biography,                                          Drama,                                          History,                                          Comedy","English, French",Relativity Media
The Hurt Locker,15385,95,7.3,131.0,55.1904931669637552,56.5406060606060606,52.2587782587782588,59.5000000000000000,65.0000000000000000,48.4000000000000000,7.220359874044085,6.983915343915344,7.45,7.113245614035088,7.45,6.44,Summer,End,R,"Action,                                          Drama,                                          Thriller,                                          War","English, Arabic, Turkish",Summit Entertainment
WALL-E,15386,95,8.9,98.0,59.9260714285714286,41.5922222222222222,62.4653679653679654,76.4375000000000000,79.6035714285714286,77.3571428571428571,6.3075757575757585,7.543333333333334,7.814464285714286,7.542547252747253,7.7749999999999995,7.6690476190476184,Summer,End,G,"Adventure,                                          Sci-Fi,                                          Romance,                                          Animation,                                          Family",English,Walt Disney Pictures
Beauty and the Beast,15388,95,8.6,84.0,49.1666666666666667,53.8000000000000000,52.0277777777777778,73.0000000000000000,86.5355555555555556,80.5000000000000000,7.4624999999999995,7.640000000000001,7.42,7.616666666666667,7.8,7.85,Fall,End,G,"Fantasy,                                          Romance,                                          Animation,                                          Family,                                          Musical","English, French",Walt Disney Pictures
Marriage Story,15397,94,8.2,137.0,55.8939247778381908,56.7732883342857767,56.9957859011903129,57.2000000000000000,60.8128205128205128,65.0714285714285714,6.699477124183007,6.469018536118845,6.120416666666666,6.458767059920664,5.833333333333333,6.791666666666667,Fall,Beginning,NR,"Drama,                                          Comedy,                                          Romance",English,Heyday Films
The Irishman,15398,94,8.1,209.0,60.5880815700068859,61.3891843886706900,60.0838227514511277,66.1448412698412699,76.3117647058823529,58.3667604546310080,6.8600312944298905,6.663981290068476,7.9523214285714285,6.727982396412371,7.630555555555555,6.953106631541505,Fall,Beginning,R,"Biography,                                          Drama,                                          History,                                          Thriller,                                          Crime","English, German, Spanish, Italian, Latin",Sikelia Productions
Amazing Grace,15399,94,8.0,87.0,56.2124907037407037,63.7590277777777778,55.5101190476190476,64.0476190476190477,68.5625000000000000,57.7043093270365998,6.994941724941725,6.634981046365914,7.486666666666666,6.664397546897547,7.405555555555555,6.923981481481481,Fall,End,NR,Documentary,English,Sundial Pictures
Faces Places,15401,94,6.9,89.0,77.6666666666666667,83.0000000000000000,75.9444444444444444,75.7333333333333334,74.5833333333333333,71.7625000000000000,9.0,7.016666666666666,7.1499999999999995,7.344444444444444,7.375,6.817777777777777,Fall,Beginning,NR,Documentary,French,Canal+
Dunkirk,15402,94,8.3,106.0,58.5884966494702803,56.3186147186147186,58.6276190476190476,66.4603174603174604,68.8740740740740741,54.9825396825396825,6.670535714285715,6.460062656641603,8.125185185185186,6.37047010810071,7.84920634920635,7.6623809523809525,Summer,End,PG13,"Action,                                          Drama,                                          History,                                          Thriller,                                          War","English, German, French",Canal+
La La Land,15403,94,8.4,128.0,54.1601646505004037,57.1444444444444445,54.3953525401801264,63.7500000000000000,54.4166666666666667,62.0477227900304823,6.85462962962963,6.609909437717409,6.655,6.596092109860583,7.15,6.666655566655566,Fall,Beginning,PG13,"Drama,                                          Comedy,                                          Romance,                                          Musical",English,Summit Entertainment
45 Years,15404,94,7.4,95.0,58.6123152709359606,66.1590909090909091,58.0158730158730159,81.0000000000000000,64.0000000000000000,72.8611111111111111,7.279999999999999,5.856760037348272,8.3,5.951436130007559,8.3,7.2741815476190474,Winter,End,NR,"Drama,                                          Romance",English,"Bureau, The"
Carol,15405,94,8.0,118.0,57.0480518793212292,63.6576785714285714,56.3509792581000011,57.0000000000000000,61.4166666666666667,64.2924919376424393,7.255816326530613,6.659368512110727,7.63111111111111,6.692956005931784,6.779999999999999,7.090054917430483,Fall,Middle,R,"Drama,                                          Romance",English,Film4
Inside Out,15406,94,8.7,94.0,65.9218164551497885,54.5166482382426655,66.8150740206295762,78.6045454545454545,74.1516233766233766,71.9662337662337662,6.629464285714286,7.2913356201952695,7.912987012987014,7.273295880321053,8.073,7.9054112554112566,Spring,Middle,PG,"Adventure,                                          Drama,                                          Fantasy,                                          Comedy,                                          Animation,                                          Family",English,Walt Disney Pictures
Mr. Turner,15407,94,6.9,150.0,62.6542816558441558,61.0476190476190476,62.7057705026455026,82.0909090909090909,82.0909090909090909,68.2980769230769231,6.811111111111113,7.139965816942719,7.7375,7.108636083743842,7.7375,7.0616666666666665,Fall,Middle,R,"Biography,                                          Drama,                                          History",English,Film4
Before Midnight,15408,94,8.3,109.0,66.6794871794871795,62.1809523809523810,65.1500000000000000,62.3214285714285714,74.0944444444444445,64.9902462121212121,7.038714285714287,6.99611111111111,7.500555555555555,7.134,6.755357142857142,6.869299242424243,Spring,End,R,"Drama,                                          Romance","English, French, Greek",Sony Pictures Classics
Amour,15409,94,8.1,127.0,74.6157407407407407,85.0606060606060606,70.9903846153846154,70.3333333333333333,72.7000000000000000,66.1285714285714286,7.433333333333334,6.881547619047618,7.18,7.056510416666666,7.211111111111112,7.424428571428571,Fall,Middle,PG13,"Drama,                                          Romance","English, French",Canal+
We Were Here,15410,94,6.9,90.0,75.9613095238095238,84.0166666666666667,68.5151515151515152,74.7777777777777778,50.9166666666666667,77.0000000000000000,7.7595238095238095,7.094444444444444,6.743055555555556,7.5025641025641026,7.737037037037037,8.0,Summer,Beginning,NR,Documentary,English,"""DIA"" Productions GmbH & Co. KG"
Carlos,15411,94,7.9,325.0,62.5745098039215686,70.7916666666666667,52.7361111111111111,70.0000000000000000,69.8750000000000000,68.7500000000000000,7.343333333333334,6.510000000000001,7.17,7.22,6.74,7.6875,Fall,Middle,NR,"Biography,                                          Drama,                                          History,                                          Thriller,                                          Crime","English, German, French, Spanish, Arabic, Russian, Japanese, Hungarian",Canal+
Sideways,15412,94,7.0,126.0,46.3854781582054309,46.8148148148148148,49.4383838383838384,77.3333333333333333,68.5000000000000000,60.2500000000000000,7.446666666666666,6.836555555555556,7.125,6.889080808080808,7.433333333333334,7.7,Fall,End,R,"Drama,                                          Comedy,                                          Romance","English, Armenian",Fox Searchlight Pictures
The Lord of the Rings: The Return of the King,15413,94,9.1,201.0,69.7384353741496599,62.3035714285714286,72.1862244897959184,71.2500000000000000,80.3750000000000000,69.1276428250112461,8.003826530612244,7.9443223443223445,8.412500000000001,7.865827505827506,7.7749999999999995,7.916909766909766,Fall,Middle,PG13,"Action,                                          Adventure,                                          Fantasy","English, Quenya, Old English, Sindarin",New Line Cinema
"Crouching Tiger, Hidden Dragon",15414,94,8.1,120.0,59.2000000000000000,57.4000000000000000,61.0000000000000000,75.0000000000000000,70.5000000000000000,72.4583333333333333,7.1875,7.35,7.8,7.268749999999999,7.966666666666666,6.773809523809523,Fall,Beginning,PG13,"Action,                                          Adventure,                                          Drama,                                          Fantasy,                                          Romance",Mandarin,Sony Pictures Classics
Pulp Fiction,15415,94,9.0,154.0,58.2398677248677249,59.4354166666666667,58.8243055555555556,70.3333333333333334,56.6666666666666667,68.3571428571428571,7.257261904761906,7.353939393939395,7.254166666666666,7.4834708994709,8.15,8.519047619047619,Fall,Middle,R,"Drama,                                          Thriller,                                          Crime","English, French, Spanish",A Band Apart
Schindler's List,15416,94,8.8,195.0,60.9317460317460317,61.7187500000000000,61.5833333333333333,77.6923076923076923,77.0000000000000000,61.2139804639804640,7.96,8.233333333333334,8.441666666666666,8.186666666666667,8.51923076923077,7.564722222222223,Fall,Middle,R,"Biography,                                          Drama,                                          History,                                          War","English, German, Polish, Hebrew",Universal Pictures
Apocalypse Now,15418,94,8.8,153.0,77.9562770562770563,73.9074074074074074,85.2750000000000000,79.0555555555555556,79.9333333333333333,73.9000000000000000,8.165277777777776,8.47875,7.96875,8.381388888888889,8.25,7.29,Summer,Middle,R,"Action,                                          Drama,                                          War","English, French, Vietnamese, Khmer",Zoetrope Studios
Taxi Driver,15419,94,7.5,114.0,78.8666666666666667,76.6333333333333333,80.7500000000000000,74.5000000000000000,79.5000000000000000,88.0000000000000000,7.950000000000001,7.7,7.65,7.996666666666667,7.300000000000001,8.466666666666667,Winter,Beginning,R,"Drama,                                          Thriller,                                          Crime","English, Spanish",Columbia Pictures
The Man Who Shot Liberty Valance,15422,94,8.6,123.0,88.0840277777777778,87.8460317460317460,93.8333333333333333,85.2857142857142857,80.0000000000000000,81.3333333333333333,8.167460317460318,8.700000000000001,8.3,8.329251700680272,8.275,8.0,Spring,End,Approved,"Drama,                                          Western",English,Paramount Pictures
The Apartment,15423,94,9.0,125.0,82.7333333333333333,83.9166666666666667,78.0000000000000000,85.0000000000000000,89.8750000000000000,91.0000000000000000,8.575000000000001,6.9,8.2,8.24,8.100000000000001,7.95,Spring,Middle,PG,"Drama,                                          Comedy,                                          Romance",English,The Mirisch Corporation
The Searchers,15424,94,7.6,119.0,81.8738095238095238,82.0277777777777778,85.1666666666666667,86.9166666666666667,81.0000000000000000,83.0000000000000000,8.25,8.058333333333334,8.4,8.033333333333333,8.45,7.425,Spring,End,Passed,"Adventure,                                          Drama,                                          Western","English, Spanish, Navajo",C.V. Whitney Pictures
Shoplifters,15428,93,8.4,121.0,82.9188596491228070,69.5714285714285714,84.8203007518796992,80.4000000000000000,79.1111111111111111,75.3285714285714286,7.314285714285715,7.8348989898989885,7.666666666666667,7.690262515262514,7.81,7.663571428571428,Fall,End,NR,"Drama,                                          Crime",Japanese,Fuji Television Network
Call Me by Your Name,15430,93,8.0,132.0,59.4653667320333987,62.3333333333333333,58.5925925925925926,60.6190476190476190,55.1250000000000000,68.1532217782217782,6.836458333333333,6.582107843137255,6.916666666666667,6.59502380952381,6.599999999999999,6.980032467532467,Fall,End,R,"Drama,                                          Romance","English, German, French, Italian, Hebrew",Ministero per i Beni e le Attività Culturali (MiBAC)
Toni Erdmann,15431,93,7.1,162.0,69.3950000000000000,78.0000000000000000,68.8071428571428571,74.0000000000000000,59.3333333333333333,73.3104166666666667,7.459999999999999,6.918809523809523,7.466666666666666,6.975833333333332,7.9,7.639583333333334,Winter,End,R,"Drama,                                          Comedy","English, German, Romanian",ARTE
Spotlight,15432,93,8.1,128.0,72.8879000556976085,58.7214152437951065,73.3514166930975080,57.5476190476190476,58.7500000000000000,51.5905001248751249,7.162056950067475,7.153399102312515,6.852777777777778,7.163382337521103,6.4785714285714295,6.451335317460318,Fall,Beginning,R,"Biography,                                          Drama,                                          History,                                          Thriller",English,Anonymous Content
Sherpa,15433,93,7.6,96.0,56.1548910551314117,55.5561111111111111,56.6842384049862056,55.2666666666666667,58.1666666666666667,59.7407407407407407,7.086746740913408,6.661441461293679,7.266666666666666,6.680586999307714,6.4799999999999995,7.3895833333333325,Fall,Beginning,NR,Documentary,"English, Nepali",Felix Media
Inside Llewyn Davis,15434,93,7.8,104.0,58.0146738814440678,58.8915059687786961,56.4605796320082034,68.1250000000000000,67.5490196078431373,61.9921428571428572,6.943619002525253,6.8488721067292495,7.564705882352941,6.870801718123147,7.65625,6.9965602907829805,Fall,Beginning,R,"Drama,                                          Music",English,CBS Films
There Will Be Blood,15436,93,8.1,158.0,59.6547619047619048,76.4444444444444444,60.0714285714285714,79.5000000000000000,71.7500000000000000,64.6466666666666667,7.844444444444444,7.461904761904762,5.85,7.4670995670995675,6.0,6.149102040816326,Winter,End,R,"Drama,                                          Thriller","English, American Sign Language",Paramount Vantage
Reversal of Fortune,15440,93,8.1,111.0,56.4416666666666667,60.1666666666666667,50.5000000000000000,70.8000000000000000,60.1000000000000000,65.8611111111111111,6.114666666666667,7.25,7.764285714285714,6.859166666666666,7.9125,7.5814814814814815,Fall,Middle,R,"Drama,                                          Mystery",English,Sovereign Pictures
Do the Right Thing,15441,93,8.3,120.0,67.5595238095238095,70.0595238095238095,68.1071428571428571,65.5000000000000000,65.5000000000000000,65.5000000000000000,7.720000000000001,7.920454545454546,7.3,7.794027777777778,7.3,7.3,Summer,End,R,"Drama,                                          Comedy","English, Spanish, Italian",40 Acres & A Mule Filmworks
The Last Picture Show,15445,93,8.4,118.0,75.5000000000000000,80.2500000000000000,66.0000000000000000,85.0000000000000000,73.5000000000000000,85.0000000000000000,7.9,8.7,7.7,8.3,7.7,7.65,Fall,End,R,Drama,English,Columbia Pictures Corporation
Rio Bravo,15448,93,8.2,141.0,82.5892857142857143,82.5333333333333333,81.0000000000000000,85.5000000000000000,87.2500000000000000,88.0000000000000000,7.6625,8.177777777777777,7.5,7.846666666666667,7.3,7.3,Spring,Beginning,Passed,"Action,                                          Drama,                                          Western","English, Spanish",Armada Productions
The Magnificent Ambersons,15451,93,8.3,88.0,99.0000000000000000,97.6666666666666667,100.0000000000000000,100.0000000000000000,100.0000000000000000,100.0000000000000000,8.266666666666667,8.4,8.4,8.342857142857143,8.4,8.4,Summer,Beginning,PG,"Drama,                                          Romance",English,Mercury Productions
Apocalypse Now: Final Cut,15456,92,8.7,182.0,80.9701525054466231,71.8750000000000000,81.1089743589743590,70.0215686274509804,62.0324519230769231,63.8995717986664200,8.0625,7.98925925925926,7.4141025641025635,8.046296296296298,7.6177323103154295,6.664216966026177,Summer,Middle,NR,"Drama,                                          Mystery,                                          War",English,StudioCanal
The Florida Project,15458,92,7.4,111.0,80.8540764790764791,86.6770032051282051,65.6715715715715716,73.6666666666666667,75.3416666666666667,66.9375000000000000,8.09723341129591,6.727178130511464,7.2125,7.686876758452101,6.983333333333333,6.84375,Fall,Beginning,NR,Drama,"English, Spanish, Portuguese",Cre Film
Tower,15459,92,8.0,96.0,78.4117531591215802,85.6706101190476190,63.6588487514440594,63.1111111111111111,67.8000000000000000,64.4083333333333333,8.174205729166665,6.611124144672531,7.3774999999999995,7.628480963480964,6.783333333333333,6.935000000000001,Fall,Middle,NR,"History,                                          Crime,                                          Animation,                                          Documentary",English,Meredith Vieira Productions
One More Time with Feeling,15460,92,8.7,112.0,85.2502361673414305,86.9233811171527434,74.9007086999022483,69.0000000000000000,71.5000000000000000,71.9071428571428571,7.880170777988615,7.137379032258066,6.970000000000001,7.82338475854405,6.433333333333333,6.9375,Summer,Beginning,NR,"Music,                                          Documentary",English,Pulse Films
The Look of Silence,15461,92,8.3,103.0,73.4896978021978022,75.1250000000000000,72.8021241830065360,80.7666666666666667,65.5562500000000000,79.6928571428571429,7.041666666666666,7.058958333333334,6.939136904761904,7.066249999999999,7.711135531135531,8.02962962962963,Summer,Middle,PG13,Documentary,Indonesian,Making Movies Oy
Leviathan,15463,92,7.3,140.0,73.0000000000000000,87.0000000000000000,63.6666666666666667,84.5000000000000000,87.0000000000000000,49.4444444444444444,7.4,6.466666666666668,7.4,6.840000000000001,7.9,6.727777777777777,Winter,End,NR,Drama,Russian,Non-Stop Productions
Toy Story 3,15464,92,8.9,103.0,66.6099554780116924,63.6909198941284503,67.3690025252525253,67.2083333333333333,75.9500000000000000,63.2500000000000000,7.3475226923614025,7.6471596921596925,7.8146666666666675,7.598159639096159,7.341666666666668,7.600510204081632,Spring,Middle,G,"Adventure,                                          Fantasy,                                          Comedy,                                          Animation,                                          Family","English, Spanish",Walt Disney Pictures
35 Shots of Rum,15465,92,6.3,100.0,61.5623529411764706,70.4610722610722611,58.2000000000000000,71.0000000000000000,70.7333333333333333,63.2142857142857143,5.822333333333335,6.4075,7.052777777777777,6.565794871794871,7.216666666666667,6.9107692307692306,Summer,Middle,NR,Drama,"German, French",Canal+
The Diving Bell and the Butterfly,15467,92,8.3,112.0,64.4306789701526544,67.2545454545454545,61.9583333333333333,75.0000000000000000,68.5714285714285715,70.2473684210526316,7.18,6.86494708994709,6.6083333333333325,6.994128205128204,6.699999999999999,7.266520467836257,Fall,End,PG13,"Biography,                                          Drama",French,Canal+
The Lord of the Rings: The Fellowship of the Ring,15468,92,9.1,178.0,56.1933409913673072,56.9556547619047619,59.1458333333333333,53.0000000000000000,53.0000000000000000,56.3559253246753247,7.126041666666667,7.692592592592593,6.5,7.279259259259259,6.5,7.183068783068783,Fall,Middle,PG13,"Action,                                          Adventure,                                          Fantasy","English, Sindarin",New Line Cinema
Apocalypse Now Redux,15470,92,9.0,153.0,71.2168437002108402,66.3740586964568865,73.9843750000000000,64.9071428571428571,73.7952380952380952,62.9424603174603175,7.956952861952863,8.018549107142857,7.914351851851852,8.008812440277113,7.867261904761905,8.070349702380952,Summer,Beginning,R,"Action,                                          Drama,                                          War","English, French, Vietnamese, Khmer",Zoetrope Studios
Annie Hall,15475,92,6.4,93.0,75.1916666666666667,73.9972222222222222,94.5000000000000000,69.0000000000000000,71.7000000000000000,73.6666666666666667,7.741666666666666,8.5,6.2333333333333325,7.729166666666666,6.45,6.45,Spring,Middle,PG,"Drama,                                          Comedy,                                          Romance","English, German",Rollins-Joffe Productions
Chinatown,15476,92,8.9,130.0,69.6481481481481482,73.1904761904761905,64.2000000000000000,77.5833333333333334,81.9722222222222222,73.3333333333333333,7.876666666666667,6.2749999999999995,8.133333333333333,7.045238095238096,7.449999999999999,7.0,Spring,Middle,R,"Drama,                                          Mystery,                                          Thriller,                                          Crime","English, Spanish, Cantonese",Paramount Pictures
Frenzy,15477,92,6.9,116.0,79.5833333333333333,79.0000000000000000,78.2500000000000000,85.0526315789473684,80.6666666666666667,85.0769230769230769,8.45,8.5,8.066666666666666,8.35,8.4875,8.515384615384615,Spring,End,PG13,Thriller,English,Universal Pictures
Never Rarely Sometimes Always,15484,91,0.6,101.0,50.7098765432098765,76.5000000000000000,49.8842592592592593,62.6666666666666667,53.0000000000000000,67.1420634920634921,7.4,6.152083333333334,5.911111111111111,6.169444444444444,6.666666666666667,6.6019985569985575,Winter,Middle,NR,Drama,English,BBC Films
Little Women,15485,91,7.6,135.0,60.6020801993030882,64.6152130358270709,59.3190840648152901,62.5833333333333333,63.3650793650793651,63.8271783181357649,6.635215286256953,6.538135325785075,6.011805555555555,6.61126923826184,6.213333333333333,6.795515873015873,Winter,End,PG,"Drama,                                          Romance","English, French",Columbia Pictures
Uncut Gems,15486,91,7.1,135.0,59.2497186147186147,64.5047619047619048,58.3607663940997274,76.2023809523809524,67.7166666666666667,61.6816550594352988,6.982732426303856,6.73611111111111,7.109904761904763,6.829474477133932,7.258333333333333,6.830765842826923,Fall,Middle,R,"Drama,                                          Mystery,                                          Thriller,                                          Comedy,                                          Crime","English, Hebrew",Sikelia Productions
The Souvenir,15487,91,6.6,120.0,84.7107083442780842,85.2588235294117647,81.8747895622895623,68.3871794871794872,68.7500000000000000,67.4840307840307841,8.244235294117644,8.173693609022555,7.079464285714286,8.266245791245789,6.808653846153845,6.966637338696162,Spring,Middle,NR,"Drama,                                          Mystery,                                          Romance",English,Sikelia Productions
They Shall Not Grow Old,15488,91,8.6,99.0,57.1403215831787260,63.7579710144927536,55.5656462585034014,66.4333333333333333,64.6545454545454545,67.6335618729096990,7.080579710144927,7.1025,6.804545454545455,7.022439024390242,6.84,7.175741360089186,Fall,Middle,NR,"History,                                          War,                                          Documentary",English,WingNut Films
The Favourite,15489,91,7.7,119.0,64.3956820423166577,58.3500835116655358,64.1477272727272727,60.1250000000000000,60.1250000000000000,73.0471861471861472,6.640300665720834,6.674999999999999,6.4,6.719659726238674,6.4,7.190387642660369,Fall,End,R,"Biography,                                          Drama,                                          History,                                          Comedy",English,Fox Searchlight Pictures
EX LIBRIS: The New York Public Library,15493,91,8.0,197.0,71.2083333333333333,69.0000000000000000,71.9444444444444444,81.8333333333333333,54.0000000000000000,67.8750000000000000,8.3,7.083333333333333,6.5,7.3875,7.8,6.7,Summer,Middle,NR,Documentary,English,NaN
Ida,15496,91,7.5,82.0,66.5000000000000000,50.0000000000000000,65.6666666666666667,73.0000000000000000,84.2500000000000000,62.0000000000000000,5.4,6.9,7.85,6.925,6.766666666666667,7.1,Spring,Beginning,PG13,Drama,Polish,Eurimages
The Act of Killing,15497,91,8.5,115.0,71.9083333333333333,64.6666666666666667,71.9791666666666667,74.5793650793650794,63.9066666666666667,73.2500000000000000,6.8,7.2712121212121215,7.0492857142857135,7.2595238095238095,7.232051282051283,7.556666666666667,Summer,Middle,NR,"History,                                          Crime,                                          Documentary","English, Indonesian",Danmarks Radio (DR)
Stories We Tell,15498,91,8.3,108.0,55.8416666666666667,53.5416666666666667,53.2083333333333333,78.0000000000000000,87.6666666666666667,60.0000000000000000,8.08125,6.94375,7.1000000000000005,7.591666666666666,7.3,6.6,Spring,Beginning,PG13,Documentary,English,National Film Board of Canada (NFB)
The Gatekeepers,15499,91,6.7,101.0,86.8750000000000000,86.8750000000000000,62.1250000000000000,78.0000000000000000,78.0000000000000000,78.0000000000000000,7.880357142857142,6.7875,7.3,7.810714285714285,7.3,6.8,Winter,Beginning,PG13,Documentary,"English, Hebrew",CINEPHIL
No Country for Old Men,15502,91,7.8,122.0,60.1395730987704232,53.9662878787878788,61.2324833286371748,71.7222222222222222,60.5416666666666667,58.5785714285714286,6.678958333333334,7.349772079772079,7.3999999999999995,7.281351114163614,7.733333333333334,7.353000545553736,Fall,Beginning,R,"Drama,                                          Thriller,                                          Crime,                                          Western","English, Spanish",Mike Zoss Productions
